P_L,ano,margem_liq,divida_liq_EBITDA,liq_corrente,liq_imediata,LPA,VPA,P_VP,P_EBIT,P_EBITDA,P_ativos,margem_EBITDA,PSR,ROE,ROA,ROIC,EV_EBIT,EV_EBITDA,DY,tick
13.86,2013,0.18,0.0,1.06,0.03,1.12,3.48,4.45,6.29,5.81,0.89,0.49,2.85,0.32,0.06,0.17,9.23,8.52,0.014199999999999999,CVCB3
10.3,2014,0.21,0.0,1.1,0.03,1.31,4.92,2.74,4.72,4.36,0.64,0.47,2.06,0.27,0.06,0.17,8.32,7.68,0.0548,CVCB3
16.08,2015,0.2,0.31,1.17,0.03,1.47,5.34,4.44,7.25,6.36,0.96,0.47,2.99,0.28,0.06,0.16,7.46,6.55,0.0384,CVCB3
28.76,2016,0.19,0.41,1.12,0.02,1.69,5.6,8.66,14.05,12.25,1.44,0.47,5.8,0.3,0.05,0.13,7.4,6.45,0.0095,CVCB3
33.7,2017,0.2,1.15,1.24,0.11,1.82,7.61,8.04,16.45,13.6,1.45,0.39,5.3,0.24,0.04,0.1,7.53,6.23,0.008199999999999999,CVCB3
28.18,2018,0.16,1.27,1.27,0.09,1.55,9.34,4.69,13.42,10.45,0.94,0.31,3.29,0.17,0.03,0.08,8.6,6.7,0.0096,CVCB3
12.64,2019,0.12,1.11,1.49,0.12,1.55,9.34,2.1,6.02,4.69,0.42,0.31,1.48,0.17,0.03,0.08,8.6,6.7,0.021400000000000002,CVCB3
11.58,2015,0.3,0.0,1.52,0.63,3.01,3.96,8.79,10.45,10.38,2.57,0.34,3.51,0.76,0.22,0.42,3.64,3.62,0.0626,SMLS3
10.07,2016,0.35,0.0,1.33,0.53,4.44,5.14,8.71,9.19,9.07,2.87,0.39,3.57,0.86,0.29,0.48,2.54,2.51,0.06480000000000001,SMLS3
20.57,2017,0.5,0.0,1.73,0.61,3.69,7.03,10.79,31.13,30.45,4.33,0.34,10.23,0.52,0.21,0.22,4.72,4.62,0.0584,SMLS3
8.4,2018,0.65,0.0,1.76,0.5,5.21,8.18,5.35,7.32,7.15,2.06,0.77,5.5,0.64,0.25,0.41,1.91,1.87,0.0889,SMLS3
7.76,2019,0.6,0.0,2.09,0.89,5.06,9.71,4.05,6.36,6.15,1.69,0.75,4.64,0.52,0.22,0.48,1.2,1.16,0.0942,SMLS3
3.77,2020,0.55,0.0,1.7,0.85,4.36,10.16,1.62,3.0,2.88,0.67,0.72,2.08,0.43,0.18,0.38,1.38,1.32,0.016399999999999998,SMLS3
-12.48,2001,0.28,0.7,1.24,0.0,-0.28,4.23,0.83,6.04,0.0,0.34,0.0,1.66,-0.07,-0.03,0.06,100.35,0.0,0.0429,EGIE3
10.09,2002,-0.13,1.07,1.3,0.0,0.79,3.98,2.01,7.51,0.0,0.85,0.0,2.86,0.2,0.08,0.12,53.57,0.0,0.0799,EGIE3
8.23,2003,0.28,0.89,0.88,0.0,1.19,4.27,2.3,6.16,0.0,1.03,0.0,2.59,0.28,0.13,0.17,35.62,0.0,0.0796,EGIE3
10.65,2004,0.31,0.72,0.97,0.0,1.41,4.11,3.66,8.14,0.0,1.72,0.0,3.78,0.34,0.16,0.22,30.24,0.0,0.091,EGIE3
11.98,2005,0.35,0.57,0.71,0.0,1.5,4.23,4.25,8.49,7.88,2.12,0.55,4.34,0.35,0.18,0.26,26.2,24.32,0.085,EGIE3
13.27,2006,0.36,0.46,0.64,0.0,1.61,4.31,4.94,8.58,7.49,2.11,0.61,4.57,0.37,0.16,0.26,22.7,19.82,0.0662,EGIE3
10.84,2007,0.34,0.64,0.85,0.0,1.71,4.86,3.82,6.32,5.55,1.45,0.63,3.52,0.35,0.13,0.24,19.82,17.41,0.1003,EGIE3
12.37,2008,0.32,0.94,0.5,0.0,1.74,5.64,3.82,7.65,6.45,1.46,0.62,4.02,0.31,0.12,0.2,20.89,17.63,0.038599999999999995,EGIE3
14.77,2009,0.32,0.93,1.27,0.0,1.86,7.77,3.53,8.33,6.86,1.39,0.64,4.37,0.24,0.09,0.19,17.79,14.65,0.0332,EGIE3
13.49,2010,0.3,0.88,0.84,0.52,2.22,8.35,3.59,8.12,6.72,1.58,0.67,4.52,0.27,0.12,0.21,15.71,13.01,0.0547,EGIE3
14.5,2011,0.34,0.67,1.03,0.5,2.3,8.37,3.99,8.54,7.0,1.78,0.63,4.43,0.27,0.12,0.23,14.65,12.01,0.0444,EGIE3
16.3,2012,0.31,0.65,1.17,0.7,2.2,8.22,4.37,9.82,7.9,1.85,0.53,4.21,0.27,0.11,0.22,15.6,12.54,0.0679,EGIE3
15.94,2013,0.26,0.65,1.07,0.56,2.12,8.66,3.91,9.58,7.63,1.62,0.45,3.41,0.24,0.1,0.2,16.24,12.93,0.0482,EGIE3
14.54,2014,0.21,0.72,1.68,0.82,2.3,10.18,3.29,8.73,7.04,1.43,0.48,3.36,0.23,0.1,0.2,14.71,11.86,0.0364,EGIE3
14.74,2015,0.23,0.64,1.49,0.8,2.37,10.13,3.45,9.43,7.49,1.58,0.47,3.55,0.23,0.11,0.2,14.97,11.88,0.056299999999999996,EGIE3
11.55,2016,0.24,0.47,1.86,1.01,3.07,10.47,3.39,8.13,6.62,1.18,0.5,3.31,0.29,0.1,0.17,13.96,11.38,0.0766,EGIE3
11.63,2017,0.29,0.99,0.66,0.34,2.84,7.75,4.26,7.35,6.23,1.14,0.49,3.06,0.37,0.1,0.18,11.53,9.77,0.0784,EGIE3
17.92,2018,0.26,1.54,1.09,0.58,2.83,8.58,5.92,9.65,8.04,1.38,0.53,4.23,0.33,0.08,0.17,10.68,8.89,0.0317,EGIE3
15.08,2019,0.24,2.11,1.13,0.65,2.83,8.58,4.98,8.12,6.76,1.16,0.53,3.56,0.33,0.08,0.17,10.68,8.89,0.0356,EGIE3
22.46,2017,0.03,1.45,0.72,0.48,0.31,6.01,1.17,5.97,4.6,0.38,0.13,0.61,0.05,0.02,0.1,19.66,15.16,0.0,MOVI3
13.98,2018,0.06,1.37,0.87,0.49,0.61,6.29,1.37,5.95,4.7,0.44,0.19,0.89,0.1,0.03,0.11,13.99,11.06,0.04190000000000001,MOVI3
24.96,2019,0.06,1.37,0.87,0.47,0.77,7.69,2.48,12.19,7.66,0.79,0.19,1.49,0.1,0.03,0.1,12.74,8.0,0.0084,MOVI3
52.77,2020,0.02,1.5,0.87,0.45,0.24,7.29,1.74,15.76,6.59,0.52,0.14,0.94,0.03,0.01,0.05,25.3,10.58,0.022799999999999997,MOVI3
-48.49,2007,-0.45,0.33,0.71,0.0,-0.36,7.53,2.3,872.8,0.0,1.36,0.0,21.82,-0.05,-0.03,0.0,3654.77,0.0,0.0,GSHP3
-19.1,2008,-0.07,0.63,0.71,0.0,-0.12,7.39,0.31,2.34,1.88,0.11,0.71,1.33,-0.02,-0.01,0.05,76.87,61.79,0.0,GSHP3
16.6,2009,0.26,0.17,0.45,0.0,0.52,7.86,1.09,6.85,5.96,0.52,0.72,4.32,0.07,0.03,0.08,57.12,49.73,0.0,GSHP3
-60.07,2010,-0.09,0.94,2.18,1.94,-0.22,7.35,1.78,9.18,8.09,0.56,0.7,5.7,-0.03,-0.01,0.09,49.22,43.37,0.0,GSHP3
-15.49,2011,-0.27,1.42,1.49,1.09,-0.73,6.6,1.72,6.66,5.85,0.45,0.71,4.18,-0.11,-0.03,0.08,45.14,39.63,0.0,GSHP3
-5.98,2012,-0.49,3.96,2.61,2.17,-1.78,4.79,2.23,4.99,4.33,0.29,0.68,2.96,-0.37,-0.05,0.07,38.41,33.37,0.0,GSHP3
-4.1,2013,-0.53,9.58,0.88,0.66,-2.3,2.48,3.81,2.94,2.58,0.21,0.84,2.17,-0.93,-0.05,0.09,27.29,23.93,0.0,GSHP3
-1.5,2014,-0.98,1.05,1.69,0.91,-4.85,25.28,0.29,3.95,3.71,0.1,0.39,1.46,-0.19,-0.07,0.03,49.61,46.55,0.0,GSHP3
-0.33,2015,-2.1,1.95,0.87,0.34,-8.48,12.0,0.23,4.14,3.61,0.06,0.19,0.69,-0.71,-0.17,0.01,112.24,97.93,0.0,GSHP3
1.65,2016,0.71,1.25,0.66,0.21,2.42,12.8,0.31,1.53,1.58,0.09,0.74,1.17,0.19,0.06,0.06,23.61,24.4,0.0,GSHP3
1.57,2017,1.0,1.07,4.73,0.43,3.63,17.63,0.32,0.92,0.92,0.11,1.72,1.57,0.21,0.07,0.12,11.02,10.92,0.0,GSHP3
-1.28,2018,-1.66,32.58,0.66,0.45,-5.13,0.55,12.02,8.46,8.02,0.15,0.26,2.13,-9.37,-0.12,0.02,78.75,74.65,0.0,GSHP3
-5.72,2019,-0.24,321.5,1.54,1.16,-0.49,0.06,48.6,1.66,1.62,0.11,0.86,1.4,-8.5,-0.02,0.08,38.88,38.0,1.0964,GSHP3
-11.21,2020,-2.7,-5.46,1.58,1.26,-4.55,-4.41,-11.57,35.06,34.13,1.97,0.89,30.27,1.03,-0.18,0.07,48.18,46.9,0.0,GSHP3
5.81,2008,0.28,0.44,1.96,0.77,3.3,16.98,1.13,4.54,3.48,0.51,0.47,1.64,0.19,0.09,0.14,8.86,6.79,0.058899999999999994,BRAP4
13.86,2009,0.34,0.57,2.97,0.95,2.78,16.78,2.3,9.99,8.09,1.11,0.59,4.78,0.17,0.08,0.12,10.88,8.81,0.0304,BRAP4
8.5,2010,0.37,0.49,1.75,0.38,5.1,20.09,2.16,6.17,5.43,1.06,0.58,3.13,0.25,0.12,0.19,6.05,5.32,0.0233,BRAP4
5.47,2011,0.0,0.1,0.94,0.34,5.79,24.81,1.28,5.11,5.11,1.03,0.0,0.0,0.23,0.19,0.21,5.98,5.97,0.0536,BRAP4
24.06,2012,0.0,0.1,0.87,0.25,1.36,26.65,1.23,20.13,0.0,1.04,0.0,0.0,0.05,0.04,0.05,22.92,0.0,0.0564,BRAP4
-186.52,2013,0.0,0.12,33.85,7.82,-0.13,25.84,0.97,461.4,0.0,0.81,0.0,0.0,-0.01,0.0,0.0,692.24,0.0,0.0542,BRAP4
49.49,2014,0.0,0.13,0.78,0.26,0.29,25.57,0.56,87.69,0.0,0.47,0.0,0.0,0.01,0.01,0.01,231.91,0.0,0.11960000000000001,BRAP4
-0.67,2015,0.0,0.17,11.09,11.09,-7.41,22.65,0.22,-0.7,0.0,0.18,0.0,0.0,-0.33,-0.27,-0.27,-5.39,0.0,0.2064,BRAP4
8.25,2016,0.0,0.2,7.9,7.83,1.8,22.63,0.66,6.65,0.0,0.51,0.0,0.0,0.08,0.06,0.09,15.52,0.0,0.0074,BRAP4
4.31,2017,0.0,0.19,0.72,0.67,6.66,25.19,1.14,3.85,0.0,0.89,0.0,0.0,0.26,0.21,0.27,4.75,0.0,0.049800000000000004,BRAP4
9.26,2018,0.0,0.02,1.23,1.0,3.42,28.62,1.11,8.94,0.0,1.04,0.0,0.0,0.12,0.11,0.12,9.82,0.0,0.060899999999999996,BRAP4
-33.06,2019,0.0,0.02,1.76,0.64,-1.16,27.47,1.39,-32.1,0.0,1.32,0.0,0.0,-0.04,-0.04,-0.04,-29.85,0.0,0.015700000000000002,BRAP4
2528.12,2020,0.0,0.02,2.0,0.72,0.01,30.23,1.2,-4213.53,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-4130.55,0.0,0.0,BRAP4
62.1,2011,0.03,0.04,2.38,0.44,0.21,6.66,1.95,49.25,32.67,1.65,0.06,1.85,0.03,0.03,0.04,412.4,273.56,0.0108,RADL3
71.23,2012,0.04,0.08,1.96,0.19,0.32,6.85,3.37,52.93,37.72,2.28,0.07,2.56,0.05,0.03,0.06,249.74,177.98,0.0052,RADL3
47.87,2013,0.02,0.1,1.87,0.24,0.31,7.04,2.1,32.55,15.82,1.35,0.05,0.78,0.04,0.03,0.06,239.59,116.47,0.008100000000000001,RADL3
37.43,2014,0.03,0.11,1.76,0.22,0.68,7.46,3.4,27.01,16.81,2.06,0.07,1.13,0.09,0.06,0.11,116.3,72.35,0.0055000000000000005,RADL3
34.16,2015,0.04,0.11,1.63,0.16,1.04,8.0,4.44,23.27,16.05,2.52,0.08,1.32,0.13,0.07,0.16,71.64,49.39,0.0155,RADL3
44.63,2016,0.04,0.14,1.57,0.13,1.37,8.88,6.89,28.64,46.89,3.57,0.04,1.8,0.15,0.08,0.19,51.1,83.68,0.0072,RADL3
59.01,2017,0.04,0.19,1.58,0.11,1.56,9.84,9.33,38.25,26.83,4.69,0.09,2.3,0.16,0.08,0.18,45.75,32.09,0.0066,RADL3
36.95,2018,0.03,0.24,1.55,0.08,1.55,10.7,5.34,26.15,16.63,2.57,0.08,1.28,0.14,0.07,0.15,50.61,32.17,0.011000000000000001,RADL3
46.75,2019,0.04,0.28,1.41,0.07,2.39,12.34,9.05,32.96,17.08,3.01,0.12,2.1,0.19,0.06,0.12,32.85,17.02,0.005699999999999999,RADL3
43.86,2020,0.04,0.34,1.42,0.12,2.49,12.58,8.7,29.99,15.88,2.77,0.12,1.95,0.2,0.06,0.12,30.55,16.17,0.0060999999999999995,RADL3
26.98,2009,0.11,0.16,3.92,0.0,0.68,6.71,2.74,15.47,14.89,1.84,0.2,3.01,0.1,0.07,0.12,53.21,51.23,0.0,FLRY3
26.92,2010,0.15,0.09,5.89,4.08,0.99,7.7,3.46,20.7,17.36,2.63,0.23,4.02,0.13,0.1,0.23,43.76,36.69,0.0113,FLRY3
32.77,2011,0.09,0.36,2.3,1.28,0.65,10.44,2.05,23.71,16.75,1.18,0.18,2.97,0.06,0.04,0.06,56.4,39.84,0.009300000000000001,FLRY3
33.36,2012,0.07,0.33,2.72,0.74,0.69,10.91,2.11,16.76,11.45,1.32,0.21,2.4,0.06,0.04,0.09,38.27,26.14,0.01,FLRY3
46.38,2013,0.04,0.58,4.05,2.07,0.4,10.81,1.7,16.92,10.33,0.9,0.17,1.74,0.04,0.02,0.07,48.79,29.81,0.0288,FLRY3
28.91,2014,0.05,0.66,3.84,1.91,0.56,10.06,1.62,13.05,8.25,0.79,0.18,1.52,0.06,0.03,0.08,42.98,27.19,0.0786,FLRY3
23.37,2015,0.06,0.6,2.71,1.5,0.68,10.59,1.51,10.64,6.98,0.78,0.19,1.32,0.06,0.03,0.09,34.96,22.94,0.0063,FLRY3
24.25,2016,0.11,0.54,2.27,0.99,1.47,9.77,3.65,16.43,11.61,1.87,0.23,2.69,0.15,0.08,0.14,24.28,17.16,0.0687,FLRY3
28.94,2017,0.14,0.62,1.98,1.05,1.02,5.42,5.46,19.49,15.04,2.64,0.26,3.91,0.19,0.09,0.18,17.22,13.29,0.026000000000000002,FLRY3
18.78,2018,0.12,0.72,2.3,1.29,1.05,5.53,3.58,12.41,9.03,1.6,0.26,2.35,0.19,0.09,0.17,16.47,11.98,0.042,FLRY3
30.7,2019,0.11,0.89,1.99,1.08,0.99,5.55,5.5,17.24,10.98,1.9,0.3,3.33,0.18,0.06,0.14,15.33,9.77,0.0334,FLRY3
28.1,2020,0.1,0.95,1.94,1.0,0.88,5.12,4.85,15.19,9.35,1.53,0.29,2.7,0.17,0.05,0.12,16.74,10.3,0.0374,FLRY3
17.31,2017,0.01,0.53,2.43,0.11,0.99,7.58,2.26,9.39,7.74,0.84,0.03,0.24,0.13,0.05,0.1,14.42,11.89,0.0,BRDT3
9.38,2018,0.03,0.58,2.81,0.67,2.74,8.31,3.09,12.55,10.68,1.18,0.03,0.31,0.33,0.13,0.12,12.11,10.31,0.0553,BRDT3
15.84,2019,0.02,0.77,1.42,0.27,1.9,7.52,4.0,25.89,18.62,1.35,0.02,0.37,0.25,0.09,0.06,22.76,16.37,0.08810000000000001,BRDT3
13.06,2020,0.02,1.15,1.85,0.73,1.69,7.73,2.86,19.49,14.95,0.89,0.02,0.27,0.22,0.07,0.06,23.29,17.86,0.0208,BRDT3
24.62,2010,0.19,0.2,1.92,0.89,0.84,5.22,3.95,17.47,13.29,2.8,0.35,4.71,0.16,0.11,0.2,8.9,6.77,0.0097,MILS3
23.66,2011,0.14,0.56,1.27,0.2,0.75,5.86,3.02,13.73,9.34,1.73,0.35,3.29,0.13,0.07,0.13,10.51,7.15,0.0113,MILS3
28.09,2012,0.17,0.72,2.21,0.95,1.21,6.8,5.0,17.12,11.99,2.58,0.41,4.89,0.18,0.09,0.18,6.96,4.87,0.0053,MILS3
24.16,2013,0.2,0.62,1.26,0.1,1.37,7.98,4.14,14.8,9.99,2.33,0.48,4.76,0.17,0.1,0.16,6.81,4.6,0.0148,MILS3
18.36,2014,0.08,0.7,1.92,0.87,0.52,8.35,1.14,7.62,3.71,0.64,0.41,1.53,0.06,0.03,0.09,11.82,5.76,0.0241,MILS3
-3.45,2015,-0.17,0.64,2.0,1.06,-0.77,7.65,0.35,-5.23,3.22,0.2,0.18,0.58,-0.1,-0.06,-0.05,-26.8,16.48,0.0,MILS3
-6.87,2016,-0.25,0.45,2.45,1.71,-0.57,5.68,0.69,-5.82,-2.48,0.45,-0.7,1.73,-0.1,-0.07,-0.1,-12.27,-5.22,0.0,MILS3
-5.28,2017,-0.47,0.35,1.41,0.79,-0.78,4.82,0.86,-3.85,-16.73,0.59,-0.15,2.49,-0.16,-0.11,-0.17,-7.95,-34.58,0.0,MILS3
-7.99,2018,-0.31,0.24,1.26,0.73,-0.54,4.27,1.0,-5.96,2773.09,0.74,0.0,2.47,-0.13,-0.09,-0.14,-11.0,5115.62,0.0,MILS3
-59.82,2019,-0.1,0.14,1.76,0.71,-0.17,4.4,2.38,-62.67,22.07,1.91,0.27,6.0,-0.04,-0.03,-0.03,-32.22,11.35,0.0,MILS3
-36.84,2020,-0.07,0.22,2.52,1.44,-0.14,4.38,1.17,-44.47,9.2,0.88,0.28,2.61,-0.03,-0.02,-0.02,-45.63,9.44,0.0,MILS3
144.06,2009,0.01,0.67,1.78,0.0,0.31,30.2,1.5,212.22,28.87,0.77,0.04,1.24,0.01,0.01,0.0,279.81,38.07,0.0051,BRFS3
29.57,2010,0.04,0.53,1.73,0.56,0.92,15.64,1.75,16.05,10.25,0.86,0.1,1.05,0.06,0.03,0.07,14.31,9.14,0.011000000000000001,BRFS3
23.16,2011,0.05,0.57,1.39,0.34,1.57,16.23,2.24,15.82,10.97,1.06,0.11,1.23,0.1,0.05,0.08,11.26,7.81,0.02,BRFS3
44.66,2012,0.03,0.65,1.55,0.34,0.94,16.75,2.52,26.41,15.58,1.19,0.08,1.29,0.06,0.03,0.06,17.4,10.27,0.0076,BRFS3
40.15,2013,0.03,0.69,1.57,0.43,1.23,16.88,2.92,21.88,13.68,1.32,0.1,1.4,0.07,0.03,0.08,12.15,7.6,0.0179,BRFS3
24.73,2014,0.08,0.74,1.83,0.69,2.57,18.09,3.51,15.82,11.68,1.52,0.16,1.9,0.14,0.06,0.14,6.39,4.72,0.0148,BRFS3
14.33,2015,0.1,1.1,1.65,0.52,3.87,17.08,3.24,10.61,8.09,1.11,0.17,1.39,0.23,0.08,0.15,6.22,4.74,0.0215,BRFS3
-107.11,2016,-0.01,1.55,1.49,0.55,-0.45,15.04,3.21,21.6,14.32,0.91,0.08,1.16,-0.03,-0.01,0.06,16.09,10.67,0.0158,BRFS3
-27.08,2017,-0.03,1.75,1.29,0.42,-1.35,14.42,2.54,40.35,15.69,0.66,0.06,0.89,-0.09,-0.02,0.02,42.65,16.58,0.0,BRFS3
-3.99,2018,-0.15,2.94,1.31,0.37,-5.5,9.27,2.37,-86.49,23.56,0.42,0.03,0.59,-0.59,-0.11,-0.01,-165.11,44.97,0.0,BRFS3
96.29,2019,0.01,2.29,1.13,0.35,0.37,10.03,3.51,9.69,6.42,0.69,0.13,0.86,0.04,0.01,0.1,10.57,7.0,0.0,BRFS3
14.15,2020,0.04,3.38,1.19,0.51,1.57,8.36,2.65,5.38,3.72,0.38,0.14,0.51,0.19,0.03,0.11,9.53,6.59,0.0,BRFS3
26.61,2018,0.17,0.0,1.29,0.9,1.17,5.36,5.82,24.07,22.96,4.3,0.2,4.58,0.22,0.16,0.22,50.62,48.29,0.0058,HAPV3
55.72,2019,0.15,0.29,1.24,0.8,1.15,9.77,6.54,45.92,40.34,3.81,0.21,8.43,0.12,0.07,0.09,44.18,38.82,0.0044,HAPV3
55.46,2020,0.13,0.28,1.43,0.98,1.09,9.99,6.06,41.93,33.74,3.52,0.21,6.98,0.11,0.06,0.1,42.04,33.84,0.005600000000000001,HAPV3
-38.71,2007,-0.01,1.23,1.26,0.0,-0.16,2.83,2.12,19.01,12.08,0.77,0.04,0.46,-0.05,-0.02,0.05,183.5,116.58,0.0,JBSS3
288.37,2008,0.0,0.92,1.68,0.0,0.02,4.37,1.13,9.29,5.93,0.43,0.04,0.23,0.0,0.0,0.05,86.25,55.03,0.002,JBSS3
166.58,2009,0.0,1.03,1.48,0.0,0.06,7.48,1.25,22.99,16.85,0.51,0.04,0.63,0.01,0.0,0.02,81.24,59.55,0.0011,JBSS3
-67.96,2010,0.0,1.02,1.52,0.42,-0.11,7.5,0.96,7.81,5.09,0.4,0.06,0.32,-0.01,-0.01,0.06,32.18,20.95,0.0042,JBSS3
-56.15,2011,-0.01,0.87,1.72,0.51,-0.11,7.29,0.83,10.12,5.87,0.38,0.05,0.29,-0.01,-0.01,0.05,40.55,23.51,0.0,JBSS3
22.35,2012,0.01,0.96,1.68,0.47,0.27,7.53,0.8,6.28,3.94,0.34,0.06,0.23,0.04,0.02,0.07,27.1,17.01,0.0,JBSS3
22.48,2013,0.01,1.42,1.63,0.51,0.39,8.06,1.09,6.05,4.06,0.37,0.07,0.27,0.05,0.02,0.08,19.83,13.3,0.0068000000000000005,JBSS3
13.44,2014,0.02,1.55,1.51,0.6,0.83,8.96,1.25,4.13,3.12,0.39,0.09,0.27,0.09,0.03,0.13,10.7,8.08,0.0070999999999999995,JBSS3
6.72,2015,0.03,2.22,1.24,0.47,1.84,10.61,1.16,3.76,2.68,0.28,0.08,0.21,0.17,0.04,0.1,11.51,8.21,0.0138,JBSS3
46.0,2016,0.0,2.26,1.02,0.28,0.25,8.72,1.31,4.83,2.9,0.32,0.07,0.19,0.03,0.01,0.08,15.64,9.38,0.036000000000000004,JBSS3
26.09,2017,0.01,2.18,1.24,0.4,0.38,9.58,1.02,3.97,2.39,0.25,0.07,0.16,0.04,0.01,0.08,15.4,9.26,0.0031,JBSS3
150.6,2018,0.0,2.01,1.71,0.41,0.08,10.24,1.13,4.4,2.64,0.28,0.07,0.17,0.01,0.0,0.08,14.74,8.83,0.0043,JBSS3
10.89,2019,0.03,1.63,1.47,0.35,2.37,11.9,2.17,5.22,3.56,0.56,0.1,0.34,0.2,0.05,0.14,7.54,5.13,0.0,JBSS3
-100.38,2020,0.0,2.25,1.74,0.55,-0.22,12.31,1.76,4.19,2.87,0.38,0.09,0.27,-0.02,0.0,0.12,8.21,5.62,0.0,JBSS3
114.65,2016,0.06,3.04,2.03,0.15,0.18,5.61,3.67,15.56,0.0,1.87,0.0,2.67,0.03,0.02,0.16,8.67,0.0,0.0,GBIO33
13.81,2017,0.02,0.41,2.05,0.34,0.6,6.84,1.21,6.27,0.0,0.71,0.0,1.08,0.09,0.05,0.14,8.37,0.0,0.0,GBIO33
264.96,2018,0.08,0.29,2.03,0.33,0.04,6.94,1.43,14.72,0.0,0.85,0.0,1.43,0.01,0.0,0.07,16.78,0.0,0.0,GBIO33
265.22,2019,0.01,0.26,1.36,0.11,0.04,6.94,1.43,14.73,0.0,0.85,0.0,1.43,0.01,0.0,0.07,16.78,0.0,0.0,GBIO33
7.08,2008,0.09,0.57,3.24,2.18,1.55,10.91,1.0,3.32,2.63,0.55,0.25,0.67,0.14,0.08,0.27,9.03,7.16,0.0,WSON33
9.67,2009,0.19,0.63,2.8,1.68,2.22,10.36,2.07,9.04,6.84,1.09,0.27,1.84,0.21,0.11,0.18,13.24,10.01,0.0,WSON33
19.46,2010,0.12,0.7,2.0,1.02,1.64,10.88,2.94,13.88,9.63,1.46,0.25,2.38,0.15,0.07,0.15,14.54,10.09,0.0,WSON33
25.1,2011,0.06,1.03,1.88,0.88,1.01,12.58,2.02,9.27,5.9,0.85,0.23,1.38,0.08,0.03,0.12,14.18,9.03,0.0,WSON33
23.22,2012,0.07,1.14,1.6,0.67,1.38,14.38,2.22,13.16,7.35,0.89,0.23,1.73,0.1,0.04,0.09,17.24,9.63,0.015300000000000001,WSON33
20.95,2013,0.07,0.73,1.77,0.75,1.48,17.02,1.82,7.41,5.07,0.87,0.28,1.42,0.09,0.04,0.16,9.03,6.18,0.0165,WSON33
22.54,2014,0.07,0.78,1.8,0.83,1.42,19.16,1.67,8.49,5.75,0.81,0.27,1.53,0.07,0.04,0.12,10.72,7.26,0.0,WSON33
21.15,2015,0.07,0.84,1.9,1.04,1.56,23.81,1.39,5.84,4.08,0.63,0.34,1.4,0.07,0.03,0.14,7.51,5.25,0.0373,WSON33
8.11,2016,0.19,0.73,1.71,0.92,4.13,23.66,1.42,6.29,4.25,0.71,0.35,1.5,0.17,0.09,0.14,7.83,5.29,0.0528,WSON33
12.12,2017,0.15,0.65,1.82,0.91,3.3,25.43,1.57,7.54,5.08,0.83,0.35,1.8,0.13,0.07,0.13,7.7,5.18,0.041299999999999996,WSON33
17.17,2018,0.1,0.6,1.49,0.58,2.33,28.06,1.43,7.77,4.99,0.77,0.34,1.7,0.08,0.05,0.11,8.24,5.3,0.046799999999999994,WSON33
25.95,2019,0.08,1.06,1.49,0.68,1.73,28.14,1.59,10.78,6.29,0.69,0.32,1.99,0.06,0.03,0.07,13.24,7.73,0.0,WSON33
32.78,2020,0.04,1.09,1.55,0.88,0.91,32.18,0.93,7.27,4.15,0.4,0.32,1.31,0.03,0.01,0.06,13.98,7.97,0.0,WSON33
47.16,2011,0.32,0.05,3.18,2.92,0.35,8.18,2.02,115.42,48.48,1.61,0.31,15.18,0.04,0.03,0.03,43.53,18.29,0.0,ENAT3
41.45,2012,0.18,0.0,12.36,10.7,0.32,8.49,1.54,83.91,27.98,1.41,0.27,7.45,0.04,0.03,0.03,42.71,14.24,0.0,ENAT3
13.18,2013,0.4,0.07,5.51,4.31,0.74,9.26,1.06,20.03,11.41,0.84,0.46,5.23,0.08,0.06,0.07,14.69,8.37,0.0,ENAT3
11.18,2014,0.33,0.1,12.17,10.25,0.64,9.8,0.73,18.75,8.65,0.59,0.43,3.69,0.07,0.05,0.05,18.44,8.5,0.0222,ENAT3
15.99,2015,0.19,0.14,8.52,7.15,0.36,10.43,0.56,-7.71,-20.08,0.44,-0.15,3.03,0.03,0.03,-0.09,-10.0,-26.05,0.025699999999999997,ENAT3
9.2,2016,0.32,0.13,5.64,4.76,0.58,10.45,0.51,11.61,7.52,0.4,0.4,2.98,0.06,0.04,0.05,15.18,9.83,0.0281,ENAT3
8.0,2017,0.71,0.1,7.39,6.15,1.34,11.7,0.92,8.36,7.0,0.73,0.81,5.7,0.11,0.09,0.18,3.32,2.78,0.013999999999999999,ENAT3
5.85,2018,0.53,0.09,9.96,8.58,1.6,12.04,0.78,5.92,4.33,0.63,0.72,3.12,0.13,0.11,0.22,2.53,1.85,0.16469999999999999,ENAT3
19.69,2019,0.19,0.09,3.63,2.98,0.81,10.89,1.47,20.25,8.58,0.93,0.45,3.83,0.07,0.05,0.08,5.95,2.52,0.11939999999999999,ENAT3
11.34,2020,0.2,0.08,4.03,3.33,0.91,11.75,0.88,12.53,5.43,0.57,0.42,2.29,0.08,0.05,0.08,4.94,2.14,0.1109,ENAT3
24.24,2007,0.02,1.01,3.66,0.0,0.45,7.07,1.56,14.72,12.86,0.6,0.04,0.56,0.06,0.02,0.05,103.98,90.82,0.0,BEEF3
-0.64,2008,-0.1,4.7,2.12,0.0,-2.89,4.01,0.46,1.08,0.97,0.07,0.07,0.07,-0.72,-0.11,0.07,52.31,46.92,0.0649,BEEF3
